  #        id       flux         zspecflag    redshift       detectprob  soft/hard_ratio  optical_id
        2465   1.37999997E-14           0   1.88999999               1   9.34782699E-02        2465
        2472   3.02000009E-14           0   1.09000003               1   9.63576064E-02        2472
        2473   2.59999999E-14           1  0.865000010               1  0.114230767            2473
        2480   1.63999995E-14           0  0.860000014               1  0.117682926            2480
        2483   9.29999994E-15           0   1.64999998               1  0.352688164            2483
        2484   1.51000004E-14           0  0.500000000               1  0.454966873            2484
        2487   5.62000008E-15           0  0.750000000               1  0.352313191            2487
        2489   1.29000001E-14           0   1.03999996               1  0.437209278            2489
        2501   9.32000008E-15           1  0.446999997               1  0.574034333            2501
        2507   1.89000003E-14           1  0.936999977               1  0.143915340            2507
        2509   1.60000001E-14           1   1.71000004               1  0.386249989            2509
        2514   1.30999998E-14           0   1.42999995               1  0.383969486            2514
        2518   9.29999994E-15           0   3.18000007               1  0.140860215            2518
        2519   1.46000003E-14           1  0.972000003               1  0.172602743            2519
        2528   1.12999997E-14           0   2.04999995               1  0.220353991            2528
        2529   9.58000023E-15           1  0.372999996               1  0.197286010            2529
        2532   1.29999999E-14           1   1.29700005               1  0.159999996            2532
        2538   6.60999990E-15           1  0.623000026               1  0.376701981            2538
        2543   7.08999992E-15           0   1.75999999               1  0.468265176            2543
        2544   3.22999989E-14           1  0.825999975               1   0.00000000            2544
        2546   8.56999984E-15           1   1.10099995               1  0.521586955            2546
        2547   5.94999988E-15           1  0.763000011               1  0.178151265            2547
        2554   8.98000021E-15           0   2.54999995               1  0.477728277            2554
        2557   7.65000009E-15           1   2.26999998               1  0.635294139            2557
        2570   2.04000008E-14           1  0.368000001               1   0.00000000            2570
        2578   1.08000004E-14           1  0.419000000               1  0.487037033            2578
        2579   6.49999997E-15           1  0.266999990               1  0.478461534            2579
        2594   5.55000000E-15           0   1.09000003               1  0.338738739            2594
        2598   5.20000006E-15           0   1.15999997               1  0.271153837            2598
        2608   1.94999995E-14           1  0.125000000               1   8.10256451E-02        2608
        2609   7.23999972E-15           1   1.73800004               1  0.732044220            2609
        2610   1.30999998E-14           1  0.368999988               1  0.279389322            2610
        2614   6.71000019E-15           1  0.621999979               1  0.408345729            2614
        2637   7.60999980E-15           1   1.61099994               1  0.350854158            2637
        2639   1.46000003E-14           1  0.955999970               1   0.00000000            2639
        2646   7.79000023E-15           1  0.584999979               1  0.302952498            2646
        2650   2.18999996E-14           0   2.42000008               1  0.449315101            2650
        2651   1.23999999E-14           1  0.977999985               1  0.629838765            2651
        2655   9.51999981E-15           1  0.674000025               1   0.00000000            2655
        2656   1.65000002E-14           0   1.99999996E-02           1  0.269090921            2656
        2668   2.66999998E-14           1  0.885999978               1   8.05243477E-02        2668
        2673   5.99999981E-15           0  0.970000029               1  0.270000011            2673
        2681   1.70000004E-14           0  0.529999971               1   0.00000000            2681
        2703   1.13999996E-14           1   2.27900004               1  0.585964918            2703
        2711   4.63999990E-15           0   1.13000000               1  0.336206883            2711
        2750   7.42000015E-15           1   1.79799998               1  0.708894849            2750
        2792   5.63999980E-15           0   2.00000000               1  0.421985835            2792
        2810   6.53999983E-15           1   1.25699997               1  0.478593290            2810
        2812   1.85999999E-14           1   2.17600012               1  0.222043023            2812
        2855   5.00999998E-15           1  0.554000020               1  0.475049883            2855
        2860   6.97999999E-15           1  0.671000004               1  0.270773649            2860
        2979   5.76999987E-15           0   2.36999989               1  0.249566719            2979
        5002   5.26000006E-14           0  0.490000010               1   0.00000000            5002
        5006   7.29000007E-15           1   2.41700006               1  0.100823037            5006
        5007   9.74999974E-15           0   2.10999990               1   0.00000000            5007
        5008   8.63000027E-15           1  0.754000008               1  0.436848193            5008
        5009   6.39000004E-15           0  0.860000014               1   0.00000000            5009
        5010   6.51000004E-15           0   1.45000005               1   0.00000000            5010
        5013   9.75999982E-15           1   1.82000005               1  0.357581973            5013
        5014   5.81999997E-14           1  0.213000000               1   0.00000000            5014
        5021   8.62000019E-15           0  0.829999983               1   0.00000000            5021
        5022   9.25999965E-15           1   2.27800012               1  0.492440641            5022
        5033   3.36999986E-14           0  0.670000017               1   0.00000000            5033
        5034   8.88000035E-15           1  0.508000016               1   0.00000000            5034
        5035   1.65999992E-14           1   1.22599995               1  0.614457905            5035
        5036   1.35000001E-14           1  0.703999996               1   0.00000000            5036
        5037   2.61000006E-14           0  0.949999988               1  0.316858232            5037
        5041   2.22000000E-14           1  0.527000010               1   0.00000000            5041
        5042   1.65999992E-14           1   2.61199999               1   0.00000000            5042
        5043   1.24999998E-14           0   1.38000000               1  0.107199997            5043
        5047   2.23999997E-14           1  0.252000004               1   0.00000000            5047
        5048   8.10999996E-15           0  0.899999976               1   0.00000000            5048
        5049   7.45999958E-15           1   1.13900006               1  0.246648803            5049
        5053   1.77999993E-14           0   1.20000005               1   0.00000000            5053
        5054   8.20999983E-15           0   1.41999996               1  0.437271625            5054
        5056   1.23000001E-14           0   1.22000003               1  0.295121938            5056
        5057   9.13999965E-15           0   1.69000006               1  0.137855589            5057
        5058   1.24999998E-14           0  0.419999987               1   0.00000000            5058
        5059   1.00999997E-14           0   1.19000006               1  0.105940595            5059
        5061   2.65000000E-14           1   1.78400004               1  0.490566045            5061
        5064   8.24000004E-15           1  0.679000020               1   0.00000000            5064
        5066   1.72000001E-14           0  0.970000029               1  0.243023261            5066
        5068   7.74999995E-15           1  0.409000009               1   0.00000000            5068
        5069   8.17999961E-15           0   1.59000003               1  0.160146698            5069
        5070   1.75000005E-14           0   1.45000005               1  0.135999992            5070
        5075   1.00999997E-14           1  0.221000001               1  0.212871298            5075
        5077   7.25999986E-15           1  0.326000005               1  0.426997244            5077
        5078   1.41000001E-14           1   1.89900005               1  0.363829792            5078
        5081   6.17999982E-14           1  0.765999973               1  0.647249222            5081
        5082   3.79000013E-14           1   1.88800001               1  0.604221582            5082
        5083   2.08000002E-14           1  0.500000000               1  0.682692289            5083
        5088   8.43999976E-15           0   1.00999999               1  0.148104265            5088
        5093   1.16000002E-14           1  0.555999994               1  0.203448281            5093
        5094   8.93999992E-15           1  0.737999976               1  0.244966447            5094
        5095   1.15000003E-14           1   1.21500003               1  0.330434769            5095
        5101   1.46999993E-14           1  0.423999995               1   0.00000000            5101
        5102   3.32999992E-14           0   1.02999997               1  0.459459484            5102
        5104   6.59999983E-15           1  0.702000022               1   0.00000000            5104
        5111   1.68000007E-14           0   1.08000004               1   0.00000000            5111
        5112   8.39999999E-14           1  0.259999990               1  0.730952382            5112
        5114   4.94999990E-14           1  0.211999997               1   4.48484868E-02        5114
        5116   8.32999983E-15           1   3.50000000               1  0.498199254            5116
        5118   6.05999981E-15           1  0.349000007               1  0.668316841            5118
        5119   1.04000001E-14           1  0.386999995               1  0.461538464            5119
        5120   6.70000012E-15           0   3.65000010               1  0.371641785            5120
        5121   2.47999998E-14           1  0.195999995               1  0.697580695            5121
        5123   1.68999997E-14           0  0.259999990               1  0.715976357            5123
        5124   1.21000003E-14           0  0.970000029               1  0.282644600            5124
        5125   9.31000001E-15           1   1.02300000               1  0.198711067            5125
        5126   9.05999993E-15           1   1.00600004               1  0.232891828            5126
        5127   1.75000005E-14           1   1.67900002               1  0.186285704            5127
        5128   7.14999993E-15           1  0.774999976               1   0.00000000            5128
        5130   1.29000001E-14           0   1.41999996               1  0.106976740            5130
        5131   2.08000002E-14           0  0.550000012               1  0.430288464            5131
        5132   9.55000002E-15           1  0.317000002               1  0.371727735            5132
        5133   6.14000021E-14           1  0.657999992               1  0.837133527            5133
        5135   1.04000001E-14           0   1.19000006               1  0.471153855            5135
        5138   1.65999992E-14           1   2.12100005               1  0.575903654            5138
        5139   9.14999972E-15           1  0.749000013               1  0.394535542            5139
        5145   8.37000011E-15           1   2.59299994               1  0.792114675            5145
        5150   1.16999997E-13           1  0.518000007               1  0.811111152            5150
        5151   6.24999998E-14           0  0.740000010               1  0.686399996            5151
        5153   2.97000007E-14           1  0.787000000               1   6.19528592E-02        5153
        5155   1.34000002E-14           0   1.73000002               1   7.83582106E-02        5155
        5162   7.81999960E-15           1   3.52399993               1  0.245524317            5162
        5163   3.92000004E-14           1   1.40699995               1  0.785714209            5163
        5165   1.11000000E-14           1   2.94700003               1  0.315315306            5165
        5166   7.64000002E-15           1   1.56700003               1  0.650523603            5166
        5168   8.84000006E-15           0   2.55999994               1  0.495475143            5168
        5170   1.48000000E-14           0   2.75000000               1  0.364189208            5170
        5171   3.96999980E-15           1  0.878000021               1  0.272040337            5171
        5173   2.47000008E-14           1   1.85599995               1  0.481781363            5173
        5175   1.28000002E-14           1   3.14299989               1  0.517968774            5175
        5176   3.97999987E-15           1  0.606999993               1  0.334170878            5176
        5178   6.54999990E-15           0   1.72000003               1  0.131755725            5178
        5180   1.70999994E-14           1   1.34300005               1  0.288888901            5180
        5182   4.15999988E-15           1  0.667999983               1  0.692307711            5182
        5183   9.24999958E-15           1   1.75699997               1  0.210810825            5183
        5186   2.32999994E-14           0   2.53999996               1  0.363090128            5186
        5188   7.94000011E-14           1  0.765999973               1  0.512594461            5188
        5190   9.49999966E-15           1  0.666999996               1  0.685263157            5190
        5193   1.05999998E-14           1  0.980000019               1  0.525471747            5193
        5195   8.84000006E-15           0   1.00000000               1  0.240950227            5195
        5196   7.16000000E-15           1  0.816999972               1  0.796089351            5196
        5199   8.97000014E-15           1   3.62599993               1  0.298773676            5199
        5202   6.53999983E-15           0  0.899999976               1  0.221712545            5202
        5205   8.97000014E-15           1   2.02800012               1  0.188405797            5205
        5206   1.44999996E-14           0   1.23000002               1  0.248275876            5206
        5212   2.68999995E-14           1   1.41400003               1  0.553903401            5212
        5213   9.74999974E-15           0   1.13000000               1  0.417435914            5213
        5218   7.05000006E-15           0   2.71000004               1  0.374468088            5218
        5222   3.13999992E-14           0  0.330000013               1   5.06369434E-02        5222
        5224   1.05999998E-14           1  0.911000013               1  0.194339633            5224
        5225   5.51000014E-15           1  0.958000004               1  0.426497251            5225
        5226   1.49000007E-14           1   1.60500002               1  0.565100610            5226
        5227   1.17999999E-14           1  0.676999986               1   9.49152559E-02        5227
        5229   1.08000004E-14           0   1.02999997               1  0.116666667            5229
        5230   1.84000005E-13           1   1.31700003               1  0.554347813            5230
        5231   5.71999994E-15           0   1.11000001               1  0.382867157            5231
        5235   4.41999986E-14           1  0.800000012               1  0.432126701            5235
        5236   6.71000019E-15           0  0.930000007               1  0.247391954            5236
        5240   4.60999985E-14           1   1.40499997               1  0.629067242            5240
        5243   6.17999982E-15           0   1.51999998               1  0.448220074            5243
        5245   7.01000020E-15           0  0.819999993               1  0.281027108            5245
        5250   2.54999997E-14           0   1.45000005               1  0.501960814            5250
        5254   5.93000016E-15           1   1.27199996               1  0.753794253            5254
        5255   7.43000022E-15           1   1.05700004               1  0.476446807            5255
        5257   2.47000008E-14           1   1.11099994               1  0.708501995            5257
        5258   9.51999981E-15           0  0.610000014               1  0.272058815            5258
        5261   9.61000011E-14           1  0.375999987               1  0.694068670            5261
        5263   8.98000021E-15           0  0.839999974               1   0.00000000            5263
        5266   7.19000021E-15           0   1.95000005               1  0.286509037            5266
        5272   2.15000001E-14           1  0.850000024               1  0.748837233            5272
        5273   1.42000000E-14           0   2.50000000               1  0.600704253            5273
        5275   5.61999991E-14           1   1.40300000               1  0.617437720            5275
        5277   1.27000004E-14           1   1.68499994               1  0.537795305            5277
        5278   1.61999998E-14           0   1.62000000               1  0.175925925            5278
        5279   9.99999982E-15           1   1.47000003               1  0.547999978            5279
        5280   1.06999997E-14           1   1.10800004               1  0.618691623            5280
        5285   6.84999991E-15           1   2.58999991               1  0.347445250            5285
        5286   1.40000003E-14           0   1.09000003               1  0.379285693            5286
        5288   1.29999999E-14           1   1.00000000               1  0.394615382            5288
        5289   5.59999994E-15           0   1.13999999               1  0.160000011            5289
        5290   1.28000002E-14           1   1.88199997               1  0.460937500            5290
        5292   8.39000026E-15           0   2.73000002               1  0.314660311            5292
        5293   7.02999992E-15           0   2.14000010               1  0.446657211            5293
        5304   1.04000000E-13           1   1.00000000               1  0.464423090            5304
        5307   2.51999993E-14           1  0.675000012               1  0.391666681            5307
        5308   3.04999996E-14           1   1.28499997               1  0.501639366            5308
        5312   2.84000000E-14           0  0.439999998               1   2.69366186E-02        5312
        5317   1.23999999E-14           1   2.02999997               1  0.571774185            5317
        5318   5.94999988E-15           1  0.393999994               1  0.135798320            5318
        5319   1.51000004E-14           1  0.810999990               1  0.230463564            5319
        5320   3.21000008E-14           1  0.340000004               1  0.750778794            5320
        5321   1.47999993E-13           0   1.35000002               1  0.421621650            5321
        5323   1.31000001E-13           1   1.50899994               1  0.487022877            5323
        5324   1.36000000E-14           1  0.878000021               1  0.622794092            5324
        5326   1.29999999E-14           0  0.949999988               1  0.203076929            5326
        5330   1.29000001E-14           1   2.16899991               1  0.540310085            5330
        5331   5.88999988E-15           1   3.03800011               1  0.777589142            5331
        5332   5.34000021E-15           1  0.703999996               1  0.260299623            5332
        5336   6.45000004E-15           1  0.389999986               1  0.303875953            5336
        5338   1.36999998E-14           1   2.50600004               1  0.406569362            5338
        5341   3.44999992E-15           0  0.889999986               1  0.428985536            5341
        5343   1.29999999E-14           1  0.652000010               1  0.409230769            5343
        5348   7.69999959E-15           1   2.73499990               1  0.359740287            5348
        5349   1.17999999E-14           0   2.83999991               1  0.193220347            5349
        5354   1.58999993E-14           0   1.99999996E-02           1  0.176729575            5354
        5357   9.85999968E-15           0   1.66999996               1   7.93103427E-02        5357
        5358   5.56000008E-15           0   1.25000000               1  0.203237399            5358
        5364   1.30999998E-14           0  0.879999995               1  0.554198444            5364
        5368   8.89999964E-15           0   1.23000002               1  0.370786518            5368
        5369   1.73000008E-14           0  0.949999988               1  0.239306360            5369
        5370   3.84000015E-14           1  0.582000017               1  0.406250000            5370
        5372   4.06000002E-15           1  0.734000027               1  0.620689690            5372
        5377   4.02000016E-15           0   2.45000005               1  0.226119384            5377
        5378   1.03000003E-14           1   2.08200002               1  0.579611659            5378
        5384   2.80000005E-14           1   2.22199988               1  0.621428549            5384
        5385   7.13999985E-15           1  0.867999971               1  0.383753508            5385
        5387   5.71999994E-15           1   1.57299995               1  0.419580430            5387
        5388   8.04000031E-15           1  0.704999983               1  0.759950221            5388
        5394   1.28000002E-14           1  0.878000021               1  0.408593744            5394
        5395   3.36000013E-14           1   1.47200000               1  0.166666657            5395
        5396   3.59000007E-14           1   1.66900003               1  0.504178226            5396
        5400   4.97000004E-14           0  0.680000007               1   7.34406412E-02        5400
        5401   1.68000007E-14           1  0.558000028               1  0.142261907            5401
        5404   1.99999996E-14           1   1.33399999               1  0.580000043            5404
        5409   7.98999996E-15           0   1.25999999               1   0.00000000            5409
        5411   8.09999989E-15           1  0.675999999               1  0.417283952            5411
        5412   7.00000013E-15           1   1.19000006               1  0.339999974            5412
        5413   1.82999994E-14           1   1.56900001               1  0.939890742            5413
        5414   1.08000004E-14           0  0.910000026               1  0.297222197            5414
        5415   1.06999997E-14           1  0.906000018               1  0.314018697            5415
        5416   3.26999983E-14           0  0.550000012               1  0.581039786            5416
        5420   8.33999990E-15           0  0.629999995               1  0.239808157            5420
        5427   1.68999997E-14           1   1.17700005               1   0.00000000            5427
        5429   1.40000003E-14           1  0.345999986               1  0.666428566            5429
        5431   6.54999990E-15           1   2.02699995               1  0.451908410            5431
        5432   6.19999996E-15           1  0.819999993               1  0.235483870            5432
        5433   1.77999993E-14           0  0.819999993               1  0.410112381            5433
        5434   1.29999999E-14           1   2.40199995               1  0.579230785            5434
        5435   2.32999994E-14           1   7.90000036E-02           1  0.527897000            5435
        5437   6.54999990E-15           1   1.44700003               1  0.441221386            5437
        5438   2.44000004E-14           0   1.30999994               1  0.413934410            5438
        5440   5.67000001E-15           1  0.677999973               1  0.661375642            5440
        5441   7.62999994E-15           0   1.16999996               1  0.234600261            5441
        5443   3.93999984E-14           1  0.284000009               1   0.00000000            5443
        5445   7.60999980E-15           0   1.75000000               1  0.302233905            5445
        5447   9.34000022E-15           1  0.270999998               1  0.738757968            5447
        5448   3.12000012E-14           0   2.05999994               1  0.275641024            5448
        5452   6.28000010E-15           0   1.91999996               1  0.423566878            5452
        5461   9.37999966E-15           0   2.00000000               1  0.390191913            5461
        5465   5.61000001E-15           0   1.20000005               1  0.418894827            5465
        5467   9.23000029E-15           0  0.870000005               1  0.176598042            5467
        5468   3.15000000E-14           1  0.795000017               1   1.00634921            5468
        5474   7.47999973E-15           1  0.638999999               1   0.00000000            5474
        5476   1.37999997E-14           1  0.703000009               1  0.884057999            5476
        5481   1.34000002E-14           1  0.811999977               1  0.400746256            5481
        5482   4.96000005E-15           0   3.32999992               1  0.342741936            5482
        5484   2.13999994E-14           1  0.607999980               1  0.383177578            5484
        5485   2.42000007E-14           1   1.09200001               1  0.673553705            5485
        5487   4.81999991E-15           0   1.17999995               1  0.840248942            5487
        5488   1.75000005E-14           0   1.27999997               1   9.02857110E-02        5488
        5490   1.13999996E-14           1  0.982999980               1  0.494736850            5490
        5492   3.09999998E-14           0   2.39000010               1  0.341935486            5492
        5493   1.40000003E-14           1  0.623000026               1  0.375000000            5493
        5496   2.84999990E-14           1  0.694000006               1   7.54385963E-02        5496
        5497   7.61999987E-15           1   1.00399995               1  0.581364870            5497
        5500   6.66999984E-13           1  0.363999993               1  0.875562251            5500
        5501   4.84999986E-14           1  0.949999988               1  0.513402104            5501
        5502   8.25000011E-15           1  0.529999971               1  0.293333322            5502
        5503   3.41999988E-14           1   1.29400003               1  0.695906460            5503
        5505   7.55000022E-15           1   1.85500002               1  0.656953633            5505
        5507   1.08000004E-14           1  0.904999971               1  0.582407415            5507
        5510   4.32000017E-14           1   1.48000002               1  0.418981463            5510
        5511   1.05999998E-14           0   1.01999998               1   8.01886767E-02        5511
        5512   2.88999984E-14           0   1.13000000               1  0.144290671            5512
        5517   1.21000003E-14           1   2.13199997               1  0.499173552            5517
        5519   1.04000001E-14           0  0.850000024               1  0.193269238            5519
        5522   7.47999973E-15           0   1.41999996               1  0.320855647            5522
        5523   6.64000012E-15           1   1.08700001               1  0.582831323            5523
        5524   4.78000004E-14           0   1.41999996               1  0.294979066            5524
        5525   1.11000000E-14           1   2.07900000               1  0.254054040            5525
        5529   1.77999993E-14           0  0.920000017               1  0.825842679            5529
        5530   1.05000000E-14           0   1.37000000               1  0.478095233            5530
        5531   7.41000008E-15           1   1.52999997               1  0.466936558            5531
        5533   1.15000003E-14           0   2.04999995               1  0.302608669            5533
        5534   7.94999967E-15           0   1.91999996               1   0.00000000            5534
        5537   9.86999975E-15           1  0.314999998               1  0.335359693            5537
        5542   2.42000007E-14           1  0.103000000               1  0.344628096            5542
        5544   7.93999960E-15           1   1.88900006               1  0.704030216            5544
        5546   1.79000000E-14           0   1.20000005               1  0.280446917            5546
        5547   6.23000017E-15           0  0.959999979               1  0.484751195            5547
        5548   1.30999998E-14           0   1.05999994               1   9.77099240E-02        5548
        5549   1.75000005E-14           0   1.65999997               1  0.394857138            5549
        5552   1.36999998E-14           1  0.689999998               1  0.948905110            5552
        5554   6.65000019E-15           0   2.41000009               1  0.427067667            5554
        5558   2.87000004E-14           0  0.759999990               1  0.351916373            5558
        5559   7.01000020E-15           0  0.610000014               1  0.332382292            5559
        5560   1.68000007E-14           1   1.03499997               1  0.152380943            5560
        5562   6.89000020E-15           0   2.64000010               1  0.145137876            5562
        5563   5.87999981E-15           0   3.41000009               1  0.414965987            5563
        5566   1.94000005E-14           1  0.837000012               1  0.561855674            5566
        5567   5.10000020E-15           1  0.772000015               1  0.294117630            5567
        5569   2.25999995E-14           0   1.80999994               1  0.219469041            5569
        5572   7.47999973E-15           1  0.580999970               1  0.601604342            5572
        5573   2.44000004E-14           0   1.65999997               1  0.293852448            5573
        5582   2.18000006E-14           0   1.49000001               1  0.122018345            5582
        5585   1.50999994E-13           1  0.850000024               1  0.492715240            5585
        5587   8.50000019E-15           1  0.882000029               1  0.724705875            5587
        5589   3.02000009E-14           0   3.99999991E-02           1  0.460264891            5589
        5596   6.09000003E-15           0  0.730000019               1  0.330049276            5596
        5600   1.28000002E-14           1   1.96700001               1  0.596875012            5600
        5601   6.87000006E-15           0   2.30999994               1  0.556040764            5601
        5603   1.29999999E-14           0   2.11999989               1  0.240769237            5603
        5608   3.74000012E-14           0   2.13000011               1  0.121122994            5608
        5609   7.93000038E-15           1   1.34300005               1  0.764186561            5609
        5615   1.56999996E-14           1   2.00500011               1  0.573885381            5615
        5617   5.99000016E-14           1  0.103000000               1  0.480801344            5617
        5620   6.09000019E-14           1   1.06700003               1  0.712643623            5620
        5622   1.15000003E-14           0   1.80999994               1  0.152173907            5622
        5623   1.00999997E-14           1   1.13000000               1  0.744554460            5623
        5624   8.91999978E-15           0   2.10999990               1  0.532511234            5624
        5625   6.18999989E-15           1   2.75500011               1  0.710823894            5625
        5626   4.64000007E-14           1  0.488999993               1  0.188793108            5626
        5627   1.53999992E-14           1   1.33700001               1  0.470779240            5627
       10184   1.68999997E-14           0   1.54999995               1   0.00000000           10184
       10239   1.05000000E-14           1  0.838000000               1  0.270476192           10239
       10248   1.28000002E-14           0  0.370000005               1   0.00000000           10248
       10388   9.11000028E-15           1  0.776000023               1  0.406147093           10388
       10498   5.44000007E-15           1   1.18900001               1  0.226102948           10498
       10547   9.67000002E-15           0  0.620000005               1   0.00000000           10547
       10597   1.05999998E-14           0   1.72000003               1  0.222641513           10597
       10674   1.00999997E-14           1  0.495999992               1   0.00000000           10674
       10875   9.62999974E-15           0   3.99999991E-02           1  0.148494288           10875
       10889   2.22000000E-14           1   1.96000004               1  0.842342377           10889
       10900   1.03000003E-14           0   1.95000005               1   0.00000000           10900
       30182   7.52000001E-15           0  0.610000014               1  0.832446814           30182
       30676   7.98999996E-15           1  0.850000024               1  0.150187746           30676
       30699   6.48999990E-15           0   2.04999995               1  0.292758077           30699
       30707   5.86000009E-15           0   1.25000000               1  0.366894186           30707
       30789   1.65000002E-14           0   1.80999994               1  0.182424232           30789
       30904   5.37000000E-15           0   1.17999995               1  0.221601486           30904
       31313   3.51999991E-14           0   1.61000001               1  0.446022719           31313
       31340   4.88999998E-15           0   1.13999999               1  0.308793455           31340
       31357   2.08000002E-14           0   1.70000005               1   4.85576913E-02       31357
       31388   6.22000010E-15           0  0.889999986               1   0.00000000           31388
       31390   9.37999966E-15           0   1.30999994               1   0.00000000           31390
       31419   1.06999997E-14           0   1.13000000               1   0.00000000           31419
       53085   5.82999987E-15           0  0.479999989               1  0.185248718           53085
       53308   7.14999993E-15           0   1.29999995               1  0.215384617           53308
       53351   1.35000001E-14           0   3.00000000               1  0.210370377           53351
       53537   9.43000018E-14           1   1.06700003               1  0.797454894           53537
       53577   6.24999998E-14           1   1.10000002               1  0.534399986           53577
       53583   9.03999979E-15           0   2.82999992               1  0.454646021           53583
       53599   9.57000016E-15           0  0.340000004               1  0.228840128           53599
       53625   1.16000002E-14           0  0.870000005               1  0.137068957           53625
       53632   8.56999984E-15           0   1.04999995               1  0.129521593           53632
       53781   8.08999982E-15           1   1.79499996               1  0.203955501           53781
       53831   3.66999996E-14           1   1.55599999               1  0.997275174           53831
       53840   2.03000001E-14           0   1.26999998               1  0.400000006           53840
       53922   7.73999988E-15           1  0.850000024               1  0.290697694           53922
       53937   7.55000022E-15           0  0.910000026               1  0.260927141           53937
       54014   8.04000031E-15           1   2.22000003               1  0.157960191           54014
       54020   6.81000005E-15           0   1.12000000               1  0.276064605           54020
       54055   9.99999982E-15           1   1.02800000               1  0.189999998           54055
       54070   9.01999965E-15           0  0.980000019               1  0.168514416           54070
       54112   4.20999981E-15           0   1.33000004               1  0.244655594           54112
       54184   8.19999975E-15           0  0.819999993               1  0.764634192           54184
       54191   3.42999995E-14           0   2.31999993               1  0.711370289           54191
       54202   3.17999987E-14           1   2.10200000               1  0.449685544           54202
       54233   1.35000001E-14           0   1.23000002               1  0.628888905           54233
       54241   8.84000006E-15           0  0.300000012               1  0.162895918           54241
       54242   1.17999999E-14           1  0.591000021               1  0.452542394           54242
       54263   9.81999990E-14           1   1.15999997               1  0.442973524           54263
       54279   2.13000004E-14           0   1.21000004               1  0.404694825           54279
       54294   2.30999996E-14           1   1.55999994               1  0.337229460           54294
       54307   1.29000001E-14           0   1.94000006               1  0.313953489           54307
       54318   7.71999974E-15           0   2.08999991               1  0.316062182           54318
       54371   9.40999987E-15           0   1.69000006               1  0.253985137           54371
       54377   1.10000001E-14           1  0.358000010               1  0.306363642           54377
       54379   1.02000004E-14           0  0.600000024               1  0.244117647           54379
       54448   5.89999995E-15           0   2.31999993               1   0.00000000           54448
       54452   8.13000010E-15           0  0.319999993               1  0.125461251           54452
       54459   7.06000013E-15           0  0.490000010               1   0.00000000           54459
       54461   1.94000005E-14           1  0.978999972               1   0.00000000           54461
       54464   1.00999997E-14           0   1.62000000               1   0.00000000           54464
       54466   8.62000019E-15           0   1.47000003               1   0.00000000           54466
       54469   6.33000003E-15           1  0.611000001               1   0.00000000           54469
       54472   1.63999995E-14           0  0.699999988               1   0.00000000           54472
       54473   1.04000001E-14           0  0.200000003               1   0.00000000           54473
       54480   1.08000004E-14           0   1.05999994               1  0.129629627           54480
       54484   9.05999993E-15           0  0.300000012               1   0.00000000           54484
       54486   6.95000020E-15           1   1.12800002               1   0.00000000           54486
       54490   1.02000004E-14           1  0.907999992               1   0.00000000           54490
       54502   6.49999997E-15           1  0.247999996               1   0.00000000           54502
       54510   1.21000003E-14           1  0.884000003               1   0.00000000           54510
       54513   7.57999959E-15           1  0.437000006               1  0.123746715           54513
       54514   1.92000007E-14           1  0.707000017               1   0.00000000           54514
       54517   1.06999997E-14           1  0.123999998               1   0.00000000           54517
       54520   7.29000007E-15           1  0.888999999               1   0.00000000           54520
       54524   9.29999994E-15           0  0.560000002               1   0.00000000           54524
       54525   5.08000006E-15           0   1.90999997               1   0.00000000           54525
       54534   7.92000031E-15           1  0.958999991               1   0.00000000           54534
       54535   7.47999973E-15           1  0.370000005               1   0.00000000           54535
       54540   1.46999993E-14           0   1.02999997               1  0.172108844           54540
       54541   9.26999973E-15           1   2.84100008               1   0.00000000           54541
       54542   8.20999983E-15           0   1.41999996               1   0.00000000           54542
       54545   1.37999997E-14           1  0.518000007               1   0.00000000           54545
       60003   1.13999996E-14           1  0.307999998               1  0.135087729           60003
       60007   6.41999983E-15           0   3.65000010               1   0.00000000           60007
       60008   6.85999998E-15           0   1.77999997               1   0.00000000           60008
       60012   9.22000022E-15           0   1.00999999               1   0.00000000           60012
       60015   4.86000019E-15           0   1.84000003               1   0.00000000           60015
       60016   6.60999990E-15           0   2.04999995               1   0.00000000           60016
       60019   4.85000012E-15           0  0.779999971               1  0.230927825           60019
       60023   1.04000001E-14           0  0.810000002               1   0.00000000           60023
       60024   6.63000005E-15           1   1.14699996               1   0.00000000           60024
       60026   5.80000008E-15           1   1.80900002               1   0.00000000           60026
       60027   5.98000009E-15           0   1.73000002               1   0.00000000           60027
       60028   1.29999999E-14           1  0.697000027               1   0.00000000           60028
       60036   4.98000019E-15           0   1.71000004               1   0.00000000           60036
       60043   6.17000017E-15           0   1.99000001               1   0.00000000           60043
       60044   5.53999993E-15           0  0.910000026               1  0.170036092           60044
       60047   5.75999980E-15           1   1.02300000               1   0.00000000           60047
       60049   4.56000018E-15           0  0.680000007               1   0.00000000           60049
       60052   7.09999999E-15           0   1.59000003               1   0.00000000           60052
       60066   1.28000002E-14           0  0.310000002               1   0.00000000           60066
       60072   7.25999986E-15           1   2.82999992               1   0.00000000           60072
       60075   6.71000019E-15           0   1.08000004               1   0.00000000           60075
       60079   5.21000013E-15           0   2.03999996               1   0.00000000           60079
       60084   1.37999997E-14           0   1.01999998               1   0.00000000           60084
       60099   4.43000010E-15           1  0.426999986               1   0.00000000           60099
       60109   5.34000021E-15           1  0.728999972               1   0.00000000           60109
