#          name  xid     coordra    coorddec    fluxsoft     fluxmed    fluxhard flagcat       hr       chid	flagnew       id    idnew        r        i     knew     ch1new     ch2new     ch3new     ch4new       flux24	zspec  class flagredshift       zphot
#	#	#
XMMC_150.37745+2.42345 30292 150.3775482   2.4246161    1.04e-15   -2.10e-14   -2.13e-14     1    -1.00     1804 	    1  1931330  1202143    26.34    26.41    23.37       1.52       1.90       3.03       7.18     -99.00 	 -99.000    -99    -99     2.55  
XMMC_150.55012+2.52587 30342 150.5503400   2.5263720    9.68e-16   -2.36e-14   -2.75e-14     0    -1.00      -99 	    1  2262171  1408636    24.98    23.73    21.11      20.76      18.07      16.94      19.78     -99.00 	 -99.000    -99    -99     1.26  
XMMC_150.41310+2.63970 30354 150.4129000   2.6400470    1.05e-15   -2.18e-14   -2.30e-14     1    -1.00      -99 	    1  2631232  1635296    24.12    23.64    21.99       6.40       7.60       8.11       6.22     -99.00 	   0.306      3      4     0.51  
XMMC_150.43715+2.72087 30361 150.4374500   2.7209420    1.19e-15   -2.53e-14   -2.53e-14     1    -0.12      -99 	    1  2611535  1623286    25.10    24.42    21.50      17.84      25.64      38.04      43.14       0.24 	 -99.000    -99    -99     1.91  
XMMC_150.40453+2.27039 30366 150.4050600   2.2701400    1.68e-15   -1.08e-14   -8.06e-15     1    -1.00       70 	    1  1526127   946793    21.39    20.78    19.88      60.00      90.67     138.04     187.00       0.86 	 -99.000    -99    -99     1.66  
XMMC_150.35728+2.26360 30370 150.3575100   2.2641790    1.05e-15   -1.79e-14   -1.89e-14     1    -1.00     1408 	    1  1567305   972219    24.63    24.03    22.29       3.55       2.48       2.46       3.63     -99.00 	   0.776      2      7     0.68  
XMMC_150.20887+2.57523 30384 150.2090000   2.5750550    1.27e-15   -1.85e-14   -2.26e-14     1    -1.00      -99 	    1  2328738  1449603    22.77    21.20    19.54      84.93      66.52      49.86      40.02       0.20 	   0.997      2      5     1.01  
XMMC_150.48016+2.67642 30389 150.4795300   2.6766370    2.02e-15   -1.69e-14   -1.72e-14     1    -1.00      -99 	    1  2622468  1629814    24.73    24.38    22.62       4.00       3.89      12.08       7.34     -99.00 	 -99.000    -99    -99     1.58  
XMMC_150.38301+1.79934 30587 150.3831900   1.7988950    1.68e-15   -4.30e-15   -4.09e-15     1    -0.34      306 	    1   879653   543406    23.06    22.24    21.23      19.14      22.65      23.64      25.79       0.25 	 -99.000    -99    -99     0.75  
XMMC_150.26517+2.00774 30676 150.2651600   2.0075900    1.20e-15    7.99e-15   -1.10e-14     1     0.14      372 	    1  1223684   758705    23.52    22.53    20.91      17.10      13.54      13.47      10.85     -99.00 	   0.850      2      7     0.71  
XMMC_150.44732+1.88329 30681 150.4470400   1.8828500    3.36e-15   -3.76e-15   -7.29e-15     1    -1.00      690 	    1   822550   506153    21.93    19.77    19.06     107.26      69.41      54.01      32.35     -99.00 	 -99.000    -99    -99     0.64  
XMMC_150.82095+2.12761 30696 150.8206300   2.1277170    4.00e-15   -1.93e-14   -2.06e-14     1    -1.00      -99 	    1  1476416   898323    22.87    22.31    21.32      14.03      18.38      24.22      22.19       0.12 	 -99.000    -99    -99     2.53  
XMMC_150.31104+1.59562 30698 150.3101500   1.5952900    1.47e-15   -5.84e-15   -1.16e-14     1    -1.00      -99 	    1   141742      -99   -99.00    14.32    14.52     -99.00     -99.00     -99.00     -99.00       0.07 	 -99.000    -99    -99     0.00  
XMMC_150.50096+1.61489 30699 150.5002600   1.6143100    1.90e-15    6.49e-15   -6.24e-15     1    -0.20      -99 	    1    96244    68851    22.18    21.73   -99.00      35.57      40.20      47.55      62.67       0.28 	 -99.000    -99    -99     2.05  
XMMC_150.44849+1.68581 30707 150.4485000   1.6856670    2.15e-15    5.86e-15   -9.74e-15     1    -0.29      -99 	    1   464136   292363    23.25    22.43    20.20      46.42      51.12      39.85      37.82       0.17 	 -99.000    -99    -99     1.25  
XMMC_149.96396+1.68060 30744 149.9641200   1.6803760    4.41e-14   -3.07e-14   -1.61e-14     1    -1.00      -99 	    1   586041   366919    19.54    17.15    17.36     293.82     244.50     165.03     100.78       0.07 	   0.372      2      1     0.37  
XMMC_149.46639+1.89630 30789 149.4667100   1.8964570    3.01e-15    1.65e-14   -2.02e-14     1     0.05      -99 	    1  1052048   652482    25.47    24.74    21.45      15.73      20.83      27.60      47.41       0.27 	 -99.000    -99    -99     1.81  
XMMC_149.76865+1.91656 30825 149.7681100   1.9159580    1.09e-15   -2.59e-15   -1.29e-16     1    -1.00      -99 	    0   969091   599966    25.34    24.83    24.43       1.09       0.68       5.67       0.31     -99.00 	 -99.000    -99    -99     2.11  
XMMC_149.78444+1.91811 30826 149.7837600   1.9182900    7.29e-16   -3.97e-15   -8.92e-15     0    -1.00      -99 	   10   967371   599698    23.31    21.61    22.22      11.20       7.56       2.13       5.71     -99.00 	 -99.000    -99    -99     2.03  
XMMC_149.37936+2.20321 30874 149.3790741   2.2035532    1.12e-14   -5.84e-14   -8.47e-14     1    -1.00      -99 	    1  1805704  1124038    21.21    20.76    20.94      19.71      30.59      49.00      72.99       0.32 	 -99.000    -99    -99     1.60  
XMMC_149.86429+2.05821 30904 149.8638000   2.0587600    1.19e-15    5.37e-15   -3.59e-15     1    -0.05      334 	    1  1329937   825815    24.98    23.82    21.31      18.66      18.93      20.92      26.19       0.15 	 -99.000    -99    -99     1.18  
XMMC_149.92359+2.02711 30918 149.9230200   2.0268960    9.44e-16   -3.09e-15   -9.93e-16     0    -1.00      731 	    1  1297484   806025    23.01    22.78    22.47       5.69       6.36       8.32      10.70     -99.00 	   2.918      1      6     2.89  
XMMC_149.80692+2.14480 30920 149.8063354   2.1454632    9.55e-16   -5.51e-15   -1.81e-15     0    -1.00      318 	    1  1713943  1066151    25.63    25.14    21.97      10.28      11.56      10.89       9.64       0.13 	 -99.000    -99    -99     3.00  
XMMC_149.94503+2.07835 30933 149.9449400   2.0781360    1.36e-15   -3.07e-15   -5.12e-15     1    -1.00     1070 	    1  1285555   798282    23.91    22.57    20.50      23.93      17.67      13.43      15.94     -99.00 	 -99.000    -99    -99     0.90  
XMMC_149.51178+2.18442 30934 149.5119900   2.1852350    3.52e-15   -1.37e-14   -1.66e-14     1    -1.00      -99 	    1  1785955  1110474    19.40    17.54    16.09     608.42     409.03     287.55     151.87     -99.00 	   0.000    -99      4     0.00  
XMMC_149.79806+1.81957 30941 149.7969000   1.8190750    6.55e-16   -9.87e-16   -5.82e-15     0    -1.00      -99 	   10   991173   614104    20.65    19.85    19.31      24.92      14.99       9.65       4.31     -99.00 	   0.000    -99      6     0.00  
XMMC_150.04138+1.84848 30942 150.0410900   1.8493080    1.52e-15   -5.72e-15   -5.08e-15     1    -1.00     1027 	    1   946493   585710    25.44    24.52    22.25       7.21       9.75      16.28      16.70       0.07 	 -99.000    -99    -99     2.08  
XMMC_149.61320+2.83488 31048 149.6140000   2.8347940    1.59e-15   -7.65e-15   -8.68e-15     1    -1.00      -99 	    1  3165406  1965552    24.65    23.42    20.67      24.27      26.51      20.34      15.37     -99.00 	 -99.000    -99    -99     1.50  
XMMC_149.55038+2.78118 31230 149.5510600   2.7808960    1.35e-15    5.03e-15   -4.00e-15     1    -0.15      -99 	    1  2840428      -99   -99.00    14.99    14.64     -99.00     -99.00     -99.00     -99.00       0.11 	 -99.000    -99    -99     0.00  
XMMC_149.81157+2.55781 31234 149.8114200   2.5579740    1.97e-15   -8.59e-15   -5.94e-15     1    -1.00      577 	    1  2409187  1500833    23.36    23.04    21.93       8.00      10.12      15.57      16.75       0.08 	 -99.000    -99    -99     2.14  
XMMC_149.93792+2.50575 31278 149.9383800   2.5059710    1.72e-15   -2.92e-15   -3.37e-15     1    -1.00     1232 	    1  2382469  1484017    22.15    20.76    19.87      59.00      43.98      33.47      32.67       0.30 	   0.892      2      4     0.87  
XMMC_149.95347+2.66007 31295 149.9534200   2.6603420    1.99e-15   -9.43e-15   -9.77e-15     1    -1.00      611 	   10  2746511  1705655    23.00    21.48    19.62      71.98      53.21      39.36      30.29       0.09 	 -99.000    -99    -99     0.88  
XMMC_150.06697+2.58712 31310 150.0659500   2.5867680    1.33e-15   -9.63e-15   -1.31e-14     1    -1.00      -99 	   10  2325120  1447133    21.23    20.42    20.34      21.36      21.02      16.06      37.26       0.12 	   0.376      3      5     0.27  
XMMC_149.88842+2.84377 31313 149.8889700   2.8437630    1.57e-14    3.52e-14    1.76e-14     1    -0.39      -99 	    1  3125149  1941375    24.71    23.31    20.44      46.54      58.33      70.49     100.03       0.29 	 -99.000    -99    -99     1.61  
XMMC_149.86828+2.45493 31320 149.8681300   2.4551730    1.44e-15   -2.90e-15   -3.21e-15     1    -1.00     1237 	    1  2040149  1271894    24.67    23.96    21.30      14.70      14.59      13.37      12.54     -99.00 	 -99.000    -99    -99     1.21  
XMMC_149.89894+2.46683 31321 149.8989600   2.4667330    9.11e-16   -2.64e-15   -1.61e-15     0    -0.10     1555 	    1  2390617  1488358    21.96    20.97    20.12      21.82      17.51      14.59       9.25     -99.00 	   0.499      3      4     0.54  
XMMC_149.59880+2.56382 31323 149.5992500   2.5622850    9.37e-16   -4.94e-15   -5.93e-15     0    -1.00      -99 	    0  2446408  1524370    25.67    24.91    23.56       0.56       0.37    -100.00    -100.00     -99.00 	 -99.000    -99    -99     2.21  
XMMC_150.43366+2.22551 31340 150.4338400   2.2254800    1.51e-15    4.89e-15   -2.24e-15     1    -0.21     2000 	    1  1536351   953430    25.39    23.96    21.45      13.55      12.07      12.36       4.92     -99.00 	 -99.000    -99    -99     1.14  
XMMC_150.39585+2.63527 31357 150.3957100   2.6353520    1.01e-15    2.08e-14   -2.75e-14     1     0.61      -99 	    1  2632244  1635957    24.88    23.45    20.54      37.88      35.55      31.87      32.14       0.07 	 -99.000    -99    -99     1.70  
XMMC_150.19909+2.01946 31388 150.1988100   2.0195080   -9.36e-16    6.22e-15   -5.30e-15     1     1.00      684 	    1  1259838   782001    24.29    23.15    20.96      20.07      18.25      20.15      25.01       0.09 	 -99.000    -99    -99     0.89  
XMMC_150.63411+1.95996 31390 150.6341000   1.9599990   -3.07e-16    9.38e-15   -8.24e-15     1     1.00      -99 	    1  1159131   693696    25.53    24.91    22.58       4.07       4.43       2.21       3.23       0.07 	 -99.000    -99    -99     1.31  
XMMC_150.20072+2.34854 31419 150.2008300   2.3483680   -6.98e-16    1.07e-14   -1.75e-14     1     0.56      952 	    1  1987496  1237735    26.10    24.67    22.32       5.22       4.98       5.87       3.02     -99.00 	 -99.000    -99    -99     1.13  
XMMC_150.85590+2.29683 53037 150.8558044   2.2971458    6.48e-15   -3.74e-14   -2.92e-14     1    -1.00      -99 	    1  1842422  1149293    24.64    24.25   -99.00       1.23    -100.00       1.13    -100.00     -99.00 	 -99.000    -99    -99     2.32  
XMMC_150.40529+2.40269 53085 150.4045400   2.4029390    1.08e-15    5.83e-15   -1.32e-14     1     0.04      586 	    1  1895204  1182124    22.20    20.94    19.92      27.00      22.85      18.13      17.05     -99.00 	 -99.000    -99    -99     0.48  
XMMC_150.14080+2.27781 53088 150.1412811   2.2782640    1.23e-15   -7.33e-15   -6.41e-15     1    -1.00      780 	    1  1602819      -99    26.11    26.10    22.96       5.21       7.27      11.76      11.31       0.13 	 -99.000    -99    -99     2.07  
XMMC_150.40682+2.90323 53220 150.4052900   2.9026180    2.73e-15   -5.27e-14   -6.30e-14     1    -1.00      -99 	    0  2966547  1841840    24.59    24.27   -99.00       0.82       1.00    -100.00    -100.00     -99.00 	 -99.000    -99    -99     2.04  
XMMC_150.46441+2.32786 53243 150.4644500   2.3279900    8.47e-16   -1.64e-14   -1.46e-14     0     0.02     1265 	    1  1912740  1192967    24.95    24.33    21.77      10.01      12.66      18.54      22.24       0.21 	   2.152      1      6     1.82  
XMMC_150.31467+2.62837 53249 150.3147900   2.6287540    1.08e-15   -1.64e-14   -1.62e-14     1    -1.00      -99 	    1  2673465  1661783    24.73    24.44    22.12       6.15       6.94       8.98       7.30     -99.00 	   2.335      1      3     2.32  
XMMC_150.47970+2.25237 53255 150.4795200   2.2531290    1.64e-15   -7.20e-15   -5.87e-15     1    -0.35     2012 	    1  1529793   949100    22.81    21.89    20.49      30.14      25.56      30.42      36.84       0.16 	   0.061      3      5     0.74  
XMMC_150.63513+2.65017 53283 150.6353900   2.6499640    2.16e-15   -4.99e-15   -5.50e-16     1    -0.34      -99 	    1  2588190  1608213    21.24    21.02    20.13      53.11      63.83      76.85     105.62       0.46 	   1.223      1      5     1.25  
XMMC_150.25413+2.83165 53286 150.2541500   2.8318000    2.17e-15   -2.41e-14   -2.42e-14     1    -1.00      -99 	    1  3016771  1874375    21.20    20.03    18.97      78.30      65.89      59.06      65.09       0.45 	 -99.000    -99    -99     0.49  
XMMC_150.21141+2.40222 53303 150.2115800   2.4019030    1.28e-15   -1.86e-14   -2.08e-14     1    -0.16      975 	    1  1974338  1229934    23.33    21.55    20.01      49.61      36.29      30.61      20.79     -99.00 	 -99.000    -99    -99     0.72  
XMMC_150.12778+2.59566 53305 150.1282000   2.5957080    1.35e-15   -1.23e-15   -8.91e-16     1    -1.00      -99 	   10  2323231  1446300    21.50    20.57   -99.00      24.56      21.38      21.27      31.34     -99.00 	   0.300      3      5     0.28  
XMMC_150.25997+2.76903 53308 150.2595700   2.7691530    1.54e-15    7.15e-15   -1.56e-14     1    -0.03      -99 	    1  2640188  1640864    24.77    24.04    21.48      13.38      14.86      10.87      16.30       0.06 	 -99.000    -99    -99     1.30  
XMMC_150.74463+2.45638 53317 150.7456800   2.4569230    2.74e-15   -1.92e-14   -1.72e-14     1    -0.19      -99 	   10  1812203  1130141    22.73    22.05    20.87      25.02      32.61      51.20      80.15       0.29 	 -99.000    -99    -99     2.00  
XMMC_150.79220+2.81746 53324 150.7926100   2.8172920    2.72e-15   -1.19e-14   -3.95e-15     1    -1.00      -99 	    1  2910656  1806598    24.88    24.17    21.73      15.11      21.81      33.11      56.85       0.32 	 -99.000    -99    -99     2.13  
XMMC_150.67351+2.53299 53329 150.6740300   2.5323160    1.49e-15   -8.05e-15   -7.12e-15     1    -0.14      -99 	    1  2218718  1384834    22.87    22.51    21.69      11.46      13.63      13.98      19.40       0.10 	 -99.000    -99    -99     2.58  
XMMC_150.34489+2.79506 53333 150.3461900   2.7959880    2.05e-15   -3.27e-14   -3.12e-14     1    -0.20      -99 	   10  3025065  1879791    23.46    22.78    21.82       8.74       7.75       3.30       6.06     -99.00 	 -99.000    -99    -99     0.98  
XMMC_150.67204+2.81120 53339 150.6723500   2.8112540    1.76e-15   -6.39e-15   -1.31e-15     1    -0.34      -99 	    1  2949805  1831004    23.19    22.22    20.67      31.68      46.97      60.61      81.34       0.58 	 -99.000    -99    -99     0.71  
XMMC_150.35036+2.94323 53340 150.3495483   2.9436393    5.47e-15   -7.17e-14   -8.73e-14     1    -0.38      -99 	    1  2994466  1859404    22.13    21.65    20.16      40.63      48.04      63.85      90.20       0.34 	   1.130      1      3     1.15  
XMMC_150.68918+2.94849 53343 150.6888733   2.9493141    2.56e-14   -1.24e-13   -1.19e-13     1    -1.00      -99 	   10  2918371  1811002    24.83    23.84   -99.00       1.04       0.35       0.35    -100.00     -99.00 	 -99.000    -99    -99     0.02  
XMMC_150.80013+2.82125 53351 150.8002400   2.8210420    2.84e-15    1.35e-14   -1.26e-14     1    -0.04      -99 	   10  2910750  1806644    25.32    24.86    23.56       2.57       3.87       2.12      11.04     -99.00 	 -99.000    -99    -99     3.00  
XMMC_150.72057+2.69447 53357 150.7206800   2.6936590    1.70e-15   -1.04e-14   -9.43e-15     1    -1.00      -99 	    1  2577949  1601591    20.68    20.40    20.18      43.53      65.60     130.98     223.03       0.86 	 -99.000    -99    -99     2.64  
XMMC_150.41155+2.31696 53359 150.4119300   2.3175860    1.05e-15   -1.35e-14   -6.15e-15     1    -1.00      715 	    1  1917632  1194419    25.50    24.99    22.50       3.65       5.21      12.53      12.64     -99.00 	 -99.000    -99    -99     2.89  
XMMC_150.63057+2.61387 53364 150.6316600   2.6149280    1.49e-15   -6.70e-15   -1.06e-14     1    -1.00      -99 	   10  2199577  1372808    24.07    23.55    23.94       2.14       1.03       1.67    -100.00     -99.00 	 -99.000    -99    -99     2.21  
